plz,0.5,0.5,0.5,0.5,0.5,2.0
learning,0.8,0.4,0.2,0.5,0.4,3.0
probabilistic,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
extracting,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
structured,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
be,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,5.0
presented,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,3.0
new,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,3.0
supercharge,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
video,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,2.0
normal,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
closed,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
dealing,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
w/,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
small,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
sets,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
insightful,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,5.0
find,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,3.0
improve,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,2.0
is,0.5436176796454576,0.35535819879708774,0.3506677746122191,0.36845077556188666,0.31829051915163026,18.0
next,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,9.0
scikit-learn,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
demonstrates,0.5361851851851853,0.344925925925926,0.34396296296296297,0.3564074074074074,0.3134074074074074,1.0
