abc,1,2,3,4,5 
 meer's update mozilla,0.2726028444444445,0.24258386666666665,0.27338262222222226,0.3018670222222222,0.2038914222222222
 details,0.4726028444444445,0.44258386666666666,0.47338262222222227,0.5018670222222222,0.4038914222222222
 enabled default,-0.32739715555555554,-0.3574161333333334,-0.3266173777777778,-0.2981329777777778,-0.39610857777777786
 details,-0.12739715555555553,-0.15741613333333337,-0.12661737777777776,-0.0981329777777778,-0.19610857777777785
 details,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 extension freely available,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 extension freely available,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 extension freely available,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 extension freely available,0.07260284444444448,0.04258386666666664,0.07338262222222225,0.10186702222222221,0.003891422222222163
 bitcoin,0.1425205688888888,0.7785167733333334,0.7846765244444445,0.7543734044444445,0.7827782844444444
 bitcoin,1.0285041137777777,1.1557033546666666,1.1569353048888888,1.1508746808888888,1.1565556568888888
 bitcoin,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 display certificates maninhemiddle,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 extension freely available,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 earnings cryptotab browser,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 display certificates maninhemiddle,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 extension freely available,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 container,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 extension freely available,1.2057008227555555,1.2311406709333332,1.2313870609777777,1.2301749361777776,1.2313111313777778
 slightly better proved,0.7071401645511111,0.4192281341866666,0.4352774121955555,0.4570349872355555,0.4202622262755556
 single people looking,0.4007140164551111,0.20092281341866663,0.19902774121955552,0.23020349872355556,0.18052622262755555
 extension freely available,0.4007140164551111,0.20092281341866663,0.19902774121955552,0.23020349872355556,0.18052622262755555
 extension freely available,0.4007140164551111,0.20092281341866663,0.19902774121955552,0.23020349872355556,0.18052622262755555
 mozilla deaktiviert firefox,0,0,0,0,0
 mozilla deaktiviert online,0,0,0,0,0
 upload firefox reality,0,0,0,0,0
 upload firefox reality,0,0,0,0,0
 upload firefox reality,0,0,0,0,0
 upload firefox reality,0,0,0,0,0
 mozilla deaktiviert firefox,0,0,0,0,0
 mozilla deaktiviert firefox,0,0,0,0,0
,0,0,0,0,0
 software internet locator,,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 [tweakers] mozilla schakelt,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 switched didn't reason,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 deaktiviert,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla schakelt firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 firefox riaprire schede,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 disable plugin default,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 mozilla deaktiviert firefox,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 sombre explosez,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 sombre explosez,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 firefox android mockups,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 microsoft announced chromium,0.9899999999999999,0.48600000000000004,0.44699999999999995,0.34199999999999997,0.402
 torrent download movies,,1.377,0.6162000000000001,0.7283999999999999,0.6474,0.5784
 disable plugin default,1.377,0.6162000000000001,0.7283999999999999,0.6474,0.5784
 firefox disabled default,1.377,0.6162000000000001,0.7283999999999999,0.6474,0.5784
 firefox disabled default,1.377,0.6162000000000001,0.7283999999999999,0.6474,0.5784
 firefox disabled default,1.377,0.6162000000000001,0.7283999999999999,0.6474,0.5784
 firefox disabled default,1.377,0.6162000000000001,0.7283999999999999,0.6474,0.5784
 adfeedz cryptotab browser,1.377,0.6162000000000001,0.7283999999999999,0.6474,0.5784
 update cryptotab browser,1.1258000000000001,0.48508,0.45655999999999997,0.5221600000000001,0.44656
 cryptotab browser browser,1.0095800000000001,0.5420079999999999,0.4851559999999999,0.571216,0.49315600000000004
 examine listeners developer,0.987916,0.5344016,0.5380312,0.5282432,0.46163119999999996
 disabling default,0.987916,0.5344016,0.5380312,0.5282432,0.46163119999999996
 disabling default,0.987916,0.5344016,0.5380312,0.5282432,0.46163119999999996
 disabling default,0.987916,0.5344016,0.5380312,0.5282432,0.46163119999999996
 disabling default,0.987916,0.5344016,0.5380312,0.5282432,0.46163119999999996
 bekommt dedizierte profile,0.987916,0.5344016,0.5380312,0.5282432,0.46163119999999996
 slowing browser,0.987916,0.5344016,0.5380312,0.5282432,0.46163119999999996
 really wanted slow??,1.6135832,0.61688032,0.75560624,0.72064864,0.45832624
 extension freely available,1.6135832,0.61688032,0.75560624,0.72064864,0.45832624
